participant:assignmentId,condition,state,trial,blockTrial,trialStartTime,monster,family,category,preferredFood,choice,correct,rt
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,177,35,320895,Bear_4_5,Bear,categoryIgnore1D,grilled_cheese,tacos,False,107
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,178,36,322264,Bear_6_2,Bear,categoryIgnore1D,grilled_cheese,tacos,False,50
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,179,37,323621,Bear_1_4,Bear,categoryIgnore1D,tacos,grilled_cheese,False,175
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,180,38,325058,Bear_6_5,Bear,categoryIgnore1D,grilled_cheese,tacos,False,156
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,181,39,326477,Bear_3_6,Bear,categoryIgnore1D,tacos,grilled_cheese,False,66
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,182,1,328106,Bunny_3_2,Bunny,category2D,bananas,bananas,True,263
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,183,2,329134,Bunny_4_6,Bunny,category2D,oranges,oranges,True,1400
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,184,3,331319,Bunny_1_4,Bunny,category2D,bananas,oranges,False,89
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,185,4,332674,Bunny_6_2,Bunny,category2D,oranges,bananas,False,162
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,186,5,334104,Bunny_1_1,Bunny,category2D,bananas,oranges,False,80
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,187,6,335450,Bunny_6_4,Bunny,category2D,oranges,oranges,True,140
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,188,7,336369,Bunny_1_3,Bunny,category2D,bananas,oranges,False,285
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,189,8,337921,Bunny_1_2,Bunny,category2D,bananas,oranges,False,72
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,190,9,339269,Bunny_3_2,Bunny,category2D,bananas,bananas,True,218
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,191,10,340253,Bunny_4_1,Bunny,category2D,bananas,bananas,True,135
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,192,11,341152,Bunny_4_3,Bunny,category2D,bananas,bananas,True,152
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,193,12,342065,Bunny_4_6,Bunny,category2D,oranges,bananas,False,20
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,194,13,343350,Bunny_1_4,Bunny,category2D,bananas,oranges,False,115
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,195,14,344777,Bunny_2_3,Bunny,category2D,bananas,bananas,True,128
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,196,15,345672,Bunny_3_4,Bunny,category2D,bananas,bananas,True,131
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,197,16,346568,Bunny_5_6,Bunny,category2D,oranges,oranges,True,10
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,198,17,347340,Bunny_6_4,Bunny,category2D,oranges,bananas,False,169
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,199,18,348772,Bunny_5_3,Bunny,category2D,oranges,oranges,True,35
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,200,19,349571,Bunny_3_2,Bunny,category2D,bananas,oranges,False,40
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,201,20,350872,Bunny_4_4,Bunny,category2D,bananas,bananas,True,189
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,202,21,351822,Bunny_4_4,Bunny,category2D,bananas,bananas,True,72
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,203,22,352657,Bunny_1_3,Bunny,category2D,bananas,oranges,False,9
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,204,23,353927,Bunny_6_4,Bunny,category2D,oranges,oranges,True,141
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,205,24,354832,Bunny_4_1,Bunny,category2D,bananas,oranges,False,13
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,206,25,356111,Bunny_5_6,Bunny,category2D,oranges,bananas,False,85
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,207,26,357469,Bunny_4_1,Bunny,category2D,bananas,bananas,True,114
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,208,27,358347,Bunny_3_1,Bunny,category2D,bananas,bananas,True,28
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,209,28,359154,Bunny_2_4,Bunny,category2D,bananas,bananas,True,185
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,210,29,360107,Bunny_6_2,Bunny,category2D,oranges,bananas,False,27
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,211,30,361399,Bunny_6_1,Bunny,category2D,oranges,oranges,True,236
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,212,31,362397,Bunny_4_5,Bunny,category2D,oranges,oranges,True,127
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,213,32,363289,Bunny_6_1,Bunny,category2D,oranges,oranges,True,37
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,214,33,364087,Bunny_4_5,Bunny,category2D,oranges,bananas,False,6
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,215,34,365353,Bunny_6_6,Bunny,category2D,oranges,oranges,True,48
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,216,1,366555,Squid_1_1,Squid,category1D,pancakes,pancakes,True,647
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,217,2,367966,Squid_6_1,Squid,category1D,waffles,waffles,True,130
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,218,3,368857,Squid_6_1,Squid,category1D,waffles,pancakes,False,152
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,219,4,370269,Squid_4_1,Squid,category1D,waffles,pancakes,False,143
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,220,5,371675,Squid_1_1,Squid,category1D,pancakes,waffles,False,59
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,221,1,373294,GreenMonster_5_6,GreenMonster,categoryRandom,broccoli,carrot,False,286
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,222,2,374845,GreenMonster_1_1,GreenMonster,categoryRandom,carrot,broccoli,False,148
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,223,3,376264,GreenMonster_5_2,GreenMonster,categoryRandom,carrot,carrot,True,55
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,224,4,377102,GreenMonster_2_5,GreenMonster,categoryRandom,carrot,carrot,True,204
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,225,5,378073,GreenMonster_6_4,GreenMonster,categoryRandom,broccoli,carrot,False,26
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,226,6,379359,GreenMonster_5_5,GreenMonster,categoryRandom,broccoli,broccoli,True,193
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,227,7,380312,GreenMonster_1_6,GreenMonster,categoryRandom,carrot,broccoli,False,174
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,228,8,381752,GreenMonster_3_5,GreenMonster,categoryRandom,broccoli,carrot,False,177
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,229,9,383219,GreenMonster_5_4,GreenMonster,categoryRandom,carrot,carrot,True,19
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,230,10,384000,GreenMonster_1_5,GreenMonster,categoryRandom,carrot,broccoli,False,95
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,231,11,385365,GreenMonster_5_4,GreenMonster,categoryRandom,carrot,broccoli,False,79
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,232,12,386705,GreenMonster_4_4,GreenMonster,categoryRandom,broccoli,broccoli,True,49
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,233,13,387517,GreenMonster_6_4,GreenMonster,categoryRandom,carrot,carrot,True,129
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,234,14,388410,GreenMonster_5_5,GreenMonster,categoryRandom,carrot,carrot,True,87
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,235,15,389257,GreenMonster_5_3,GreenMonster,categoryRandom,carrot,broccoli,False,145
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,236,16,390682,GreenMonster_6_1,GreenMonster,categoryRandom,carrot,carrot,True,209
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,237,17,391682,GreenMonster_1_4,GreenMonster,categoryRandom,broccoli,broccoli,True,113
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,238,18,392558,GreenMonster_6_6,GreenMonster,categoryRandom,carrot,carrot,True,113
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,239,19,393438,GreenMonster_6_6,GreenMonster,categoryRandom,broccoli,carrot,False,52
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,240,20,394751,GreenMonster_2_2,GreenMonster,categoryRandom,broccoli,broccoli,True,99
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,241,21,395613,GreenMonster_5_4,GreenMonster,categoryRandom,broccoli,carrot,False,443
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,242,22,397319,GreenMonster_3_6,GreenMonster,categoryRandom,carrot,broccoli,False,116
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,243,23,398699,GreenMonster_4_2,GreenMonster,categoryRandom,broccoli,carrot,False,58
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,244,1,400302,Squid_6_1,Squid,category1D,waffles,waffles,True,283
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,245,2,401350,Squid_5_1,Squid,category1D,waffles,pancakes,False,142
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,246,3,402757,Squid_3_1,Squid,category1D,waffles,waffles,True,110
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,247,4,403648,Squid_3_1,Squid,category1D,waffles,pancakes,False,158
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,248,5,405066,Squid_6_1,Squid,category1D,waffles,pancakes,False,61
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,249,6,406386,Squid_2_1,Squid,category1D,pancakes,pancakes,True,27
A12QNNTNQOEQJG:31QTRG6Q2USZQU35DBL8AUPGQIZYPN,0,free,250,7,407197,Squid_6_1,Squid,category1D,waffles,pancakes,False,122
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,1,1,2469,Squid_2_2,Squid,categoryIgnore1D,bananas,oranges,False,6043
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,2,2,9772,Squid_5_1,Squid,categoryIgnore1D,oranges,oranges,True,2829
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,3,3,13360,Squid_4_4,Squid,categoryIgnore1D,oranges,oranges,True,1465
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,4,4,15579,Squid_4_5,Squid,categoryIgnore1D,oranges,oranges,True,814
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,5,5,17146,Squid_3_6,Squid,categoryIgnore1D,bananas,oranges,False,1035
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,6,6,19436,Squid_1_3,Squid,categoryIgnore1D,bananas,bananas,True,1588
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,7,7,21777,Squid_2_4,Squid,categoryIgnore1D,bananas,bananas,True,1579
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,8,8,24110,Squid_5_4,Squid,categoryIgnore1D,oranges,oranges,True,1139
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,9,9,26003,Squid_2_3,Squid,categoryIgnore1D,bananas,bananas,True,1164
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,10,10,27920,Squid_2_3,Squid,categoryIgnore1D,bananas,bananas,True,1005
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,11,11,29679,Squid_2_1,Squid,categoryIgnore1D,bananas,bananas,True,4906
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,12,12,35340,Squid_2_4,Squid,categoryIgnore1D,bananas,bananas,True,1212
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,13,13,37308,Squid_3_3,Squid,categoryIgnore1D,bananas,oranges,False,1720
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,14,14,40287,Squid_6_3,Squid,categoryIgnore1D,oranges,oranges,True,1674
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,15,15,42714,Squid_1_6,Squid,categoryIgnore1D,bananas,bananas,True,1370
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,16,16,44840,Squid_5_1,Squid,categoryIgnore1D,oranges,oranges,True,996
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,17,17,46591,Squid_1_5,Squid,categoryIgnore1D,bananas,bananas,True,1905
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,18,18,49252,Squid_4_2,Squid,categoryIgnore1D,oranges,oranges,True,1264
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,19,19,51270,Squid_5_3,Squid,categoryIgnore1D,oranges,oranges,True,1106
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,20,20,53133,Squid_2_1,Squid,categoryIgnore1D,bananas,bananas,True,1243
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,21,21,55133,Squid_6_2,Squid,categoryIgnore1D,oranges,oranges,True,984
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,22,22,56871,Squid_1_3,Squid,categoryIgnore1D,bananas,bananas,True,911
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,23,23,58536,Squid_5_5,Squid,categoryIgnore1D,oranges,oranges,True,1184
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,24,24,60475,Squid_4_5,Squid,categoryIgnore1D,oranges,bananas,False,2210
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,25,1,64982,Bear_5_2,Bear,category2D,waffles,waffles,True,1246
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,26,2,66983,Bear_6_6,Bear,category2D,waffles,waffles,True,1197
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,27,3,68936,Bear_4_1,Bear,category2D,pancakes,waffles,False,824
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,28,4,71018,Bear_1_4,Bear,category2D,pancakes,waffles,False,958
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,29,5,73232,Bear_4_2,Bear,category2D,pancakes,pancakes,True,1236
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,30,6,75224,Bear_6_1,Bear,category2D,waffles,pancakes,False,912
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,31,7,77389,Bear_1_6,Bear,category2D,waffles,waffles,True,1040
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,32,8,79184,Bear_5_3,Bear,category2D,waffles,pancakes,False,960
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,33,1,82197,Bunny_6_3,Bunny,categoryRandom,broccoli,carrot,False,1263
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,34,2,84716,Bunny_4_2,Bunny,categoryRandom,carrot,broccoli,False,2149
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,35,3,88121,Bunny_4_1,Bunny,categoryRandom,broccoli,broccoli,True,1903
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,36,4,90783,Bunny_5_5,Bunny,categoryRandom,broccoli,broccoli,True,1525
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,37,5,93068,Bunny_1_1,Bunny,categoryRandom,broccoli,broccoli,True,780
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,38,6,94608,Bunny_2_5,Bunny,categoryRandom,broccoli,broccoli,True,777
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,39,7,96141,Bunny_3_1,Bunny,categoryRandom,broccoli,broccoli,True,647
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,40,8,97544,Bunny_5_6,Bunny,categoryRandom,broccoli,broccoli,True,784
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,41,9,99083,Bunny_1_4,Bunny,categoryRandom,carrot,broccoli,False,721
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,42,10,101059,Bunny_6_1,Bunny,categoryRandom,broccoli,carrot,False,417
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,43,11,102732,Bunny_3_5,Bunny,categoryRandom,carrot,broccoli,False,620
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,44,12,104605,Bunny_4_6,Bunny,categoryRandom,broccoli,broccoli,True,1832
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,45,1,108472,GreenMonster_2_1,GreenMonster,category1D,tacos,grilled_cheese,False,904
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,46,2,110632,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,1381
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,47,3,112769,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,596
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,48,4,114121,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,1311
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,49,5,116185,GreenMonster_2_1,GreenMonster,category1D,tacos,grilled_cheese,False,716
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,50,6,118156,GreenMonster_1_1,GreenMonster,category1D,tacos,tacos,True,1908
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,51,7,120819,GreenMonster_6_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,1265
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,52,8,122838,GreenMonster_6_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,690
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,53,9,124288,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,1276
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,54,10,126322,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,746
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,55,11,127823,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,650
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,56,12,129228,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,1192
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,57,13,131176,GreenMonster_1_1,GreenMonster,category1D,tacos,tacos,True,1264
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,58,14,133195,GreenMonster_5_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,1145
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,59,15,135101,GreenMonster_6_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,679
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,60,16,136541,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,851
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,61,17,138148,GreenMonster_1_1,GreenMonster,category1D,tacos,tacos,True,1529
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,62,18,140432,GreenMonster_2_1,GreenMonster,category1D,tacos,tacos,True,632
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,63,19,141819,GreenMonster_6_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,1062
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,64,20,143636,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,720
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,65,21,145112,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,649
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,66,22,146515,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,565
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,67,23,147835,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,601
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,68,24,149191,GreenMonster_2_1,GreenMonster,category1D,tacos,tacos,True,1529
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,69,25,151476,GreenMonster_1_1,GreenMonster,category1D,tacos,tacos,True,1200
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,70,26,153433,GreenMonster_1_1,GreenMonster,category1D,tacos,tacos,True,595
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,71,27,154784,GreenMonster_5_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,1025
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,72,28,156563,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,1099
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,73,29,158415,GreenMonster_5_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,2422
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,74,30,161591,GreenMonster_1_1,GreenMonster,category1D,tacos,tacos,True,2154
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,75,31,164500,GreenMonster_5_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,912
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,76,32,166166,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,1631
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,77,33,168552,GreenMonster_6_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,784
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,78,34,170095,GreenMonster_5_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,685
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,79,35,171535,GreenMonster_2_1,GreenMonster,category1D,tacos,grilled_cheese,False,2113
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,80,36,174904,GreenMonster_5_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,620
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,81,37,176285,GreenMonster_2_1,GreenMonster,category1D,tacos,tacos,True,1364
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,82,38,178404,GreenMonster_5_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,598
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,83,39,179755,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,1289
A13I8ASC3JQ04P:3137ONMDKHKV7CTFARJR9IJ87EREG2,0,free,84,40,181799,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,717
