# user,condition,Task category, times task selected, % selection, #times correct on this task, % correct
4.100000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,4.200000000000000000e+01,1.680000000000000104e-01,3.900000000000000000e+01,9.300000000000000488e-01
4.100000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,8.700000000000000000e+01,3.479999999999999760e-01,5.900000000000000000e+01,6.800000000000000488e-01
4.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+01,2.800000000000000266e-01,3.400000000000000000e+01,4.899999999999999911e-01
4.200000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,2.400000000000000050e-02,6.000000000000000000e+00,1.000000000000000000e+00
4.200000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,5.200000000000000000e+01,2.079999999999999905e-01,4.800000000000000000e+01,9.200000000000000400e-01
4.200000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,4.900000000000000000e+01,1.960000000000000075e-01,3.300000000000000000e+01,6.700000000000000400e-01
4.200000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.430000000000000000e+02,5.719999999999999529e-01,6.700000000000000000e+01,4.699999999999999734e-01
4.300000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+01,9.600000000000000200e-02,2.300000000000000000e+01,9.599999999999999645e-01
4.300000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+01,8.000000000000000167e-02,1.900000000000000000e+01,9.499999999999999556e-01
4.300000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.040000000000000000e+02,4.159999999999999809e-01,6.800000000000000000e+01,6.500000000000000222e-01
4.300000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.020000000000000000e+02,4.079999999999999738e-01,4.600000000000000000e+01,4.500000000000000111e-01
4.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000000e+01,6.800000000000000488e-02,1.600000000000000000e+01,9.399999999999999467e-01
4.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,3.200000000000000000e+01,1.280000000000000027e-01,2.800000000000000000e+01,8.800000000000000044e-01
4.400000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,4.400000000000000000e+01,1.759999999999999898e-01,3.600000000000000000e+01,8.199999999999999512e-01
4.400000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,1.570000000000000000e+02,6.280000000000000027e-01,8.200000000000000000e+01,5.200000000000000178e-01
4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,2.400000000000000050e-02,6.000000000000000000e+00,1.000000000000000000e+00
4.500000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,2.900000000000000000e+01,1.160000000000000059e-01,2.700000000000000000e+01,9.300000000000000488e-01
4.500000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,2.200000000000000000e+01,8.799999999999999489e-02,1.700000000000000000e+01,7.700000000000000178e-01
4.500000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,1.930000000000000000e+02,7.720000000000000195e-01,1.040000000000000000e+02,5.400000000000000355e-01
4.600000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,3.599999999999999728e-02,8.000000000000000000e+00,8.900000000000000133e-01
4.600000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00,3.200000000000000067e-02,7.000000000000000000e+00,8.800000000000000044e-01
4.600000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,9.600000000000000000e+01,3.840000000000000080e-01,5.100000000000000000e+01,5.300000000000000266e-01
4.600000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,1.370000000000000000e+02,5.480000000000000426e-01,6.600000000000000000e+01,4.799999999999999822e-01
4.700000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,3.100000000000000000e+01,1.239999999999999991e-01,2.300000000000000000e+01,7.399999999999999911e-01
4.700000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.300000000000000000e+01,9.199999999999999845e-02,1.900000000000000000e+01,8.299999999999999600e-01
4.700000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.530000000000000000e+02,6.119999999999999885e-01,1.200000000000000000e+02,7.800000000000000266e-01
4.700000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,4.300000000000000000e+01,1.719999999999999862e-01,2.400000000000000000e+01,5.600000000000000533e-01
4.800000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000000e+01,6.800000000000000488e-02,1.400000000000000000e+01,8.199999999999999512e-01
4.800000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,3.900000000000000000e+01,1.559999999999999998e-01,2.700000000000000000e+01,6.899999999999999467e-01
4.800000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,4.100000000000000000e+01,1.640000000000000069e-01,2.800000000000000000e+01,6.800000000000000488e-01
4.800000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.530000000000000000e+02,6.119999999999999885e-01,7.200000000000000000e+01,4.699999999999999734e-01
4.900000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,4.400000000000000000e+01,1.759999999999999898e-01,3.900000000000000000e+01,8.900000000000000133e-01
4.900000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.400000000000000000e+01,9.600000000000000200e-02,2.400000000000000000e+01,1.000000000000000000e+00
4.900000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,4.900000000000000000e+01,1.960000000000000075e-01,3.300000000000000000e+01,6.700000000000000400e-01
4.900000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.330000000000000000e+02,5.320000000000000284e-01,6.300000000000000000e+01,4.699999999999999734e-01
5.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,5.600000000000000117e-02,7.000000000000000000e+00,5.000000000000000000e-01
5.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.270000000000000000e+02,5.080000000000000071e-01,6.700000000000000000e+01,5.300000000000000266e-01
5.000000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+01,1.600000000000000033e-01,2.300000000000000000e+01,5.699999999999999512e-01
5.000000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,6.900000000000000000e+01,2.760000000000000231e-01,3.600000000000000000e+01,5.200000000000000178e-01
5.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.200000000000000000e+01,2.079999999999999905e-01,4.600000000000000000e+01,8.800000000000000044e-01
5.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,9.400000000000000000e+01,3.760000000000000009e-01,7.700000000000000000e+01,8.199999999999999512e-01
5.100000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,6.600000000000000000e+01,2.640000000000000124e-01,5.100000000000000000e+01,7.700000000000000178e-01
5.100000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,3.800000000000000000e+01,1.519999999999999962e-01,1.900000000000000000e+01,5.000000000000000000e-01
5.200000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,3.400000000000000000e+01,1.360000000000000098e-01,3.200000000000000000e+01,9.399999999999999467e-01
5.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.600000000000000000e+01,6.400000000000000133e-02,1.400000000000000000e+01,8.800000000000000044e-01
5.200000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.260000000000000000e+02,5.040000000000000036e-01,9.600000000000000000e+01,7.600000000000000089e-01
5.200000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,7.400000000000000000e+01,2.959999999999999853e-01,3.200000000000000000e+01,4.299999999999999933e-01
5.300000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,5.100000000000000000e+01,2.039999999999999869e-01,4.600000000000000000e+01,9.000000000000000222e-01
5.300000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,9.700000000000000000e+01,3.880000000000000115e-01,9.200000000000000000e+01,9.499999999999999556e-01
5.300000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,5.200000000000000000e+01,2.079999999999999905e-01,4.300000000000000000e+01,8.299999999999999600e-01
5.300000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+01,2.000000000000000111e-01,3.200000000000000000e+01,6.400000000000000133e-01
5.400000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.590000000000000000e+02,6.360000000000000098e-01,1.470000000000000000e+02,9.200000000000000400e-01
5.400000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,4.400000000000000000e+01,1.759999999999999898e-01,4.000000000000000000e+01,9.100000000000000311e-01
5.400000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,2.700000000000000000e+01,1.079999999999999988e-01,1.900000000000000000e+01,6.999999999999999556e-01
5.400000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+01,8.000000000000000167e-02,1.300000000000000000e+01,6.500000000000000222e-01
5.500000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,8.500000000000000000e+01,3.400000000000000244e-01,5.600000000000000000e+01,6.600000000000000311e-01
5.500000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,1.600000000000000033e-01,2.700000000000000000e+01,6.800000000000000488e-01
5.500000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+01,3.200000000000000067e-01,5.100000000000000000e+01,6.400000000000000133e-01
5.500000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,4.500000000000000000e+01,1.799999999999999933e-01,2.000000000000000000e+01,4.400000000000000022e-01
5.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,8.000000000000000167e-02,1.800000000000000000e+01,9.000000000000000222e-01
5.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,7.300000000000000000e+01,2.919999999999999818e-01,3.000000000000000000e+01,4.099999999999999756e-01
5.600000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,8.100000000000000000e+01,3.240000000000000102e-01,5.000000000000000000e+01,6.199999999999999956e-01
5.600000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,7.600000000000000000e+01,3.039999999999999925e-01,3.700000000000000000e+01,4.899999999999999911e-01
5.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.900000000000000000e+01,7.599999999999999811e-02,1.600000000000000000e+01,8.399999999999999689e-01
5.700000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,3.500000000000000000e+01,1.400000000000000133e-01,3.100000000000000000e+01,8.900000000000000133e-01
5.700000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+01,2.800000000000000266e-01,4.500000000000000000e+01,6.400000000000000133e-01
5.700000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,1.260000000000000000e+02,5.040000000000000036e-01,6.000000000000000000e+01,4.799999999999999822e-01
5.800000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01,2.000000000000000111e-01,3.900000000000000000e+01,7.800000000000000266e-01
5.800000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,2.000000000000000111e-01,4.300000000000000000e+01,8.599999999999999867e-01
5.800000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,8.500000000000000000e+01,3.400000000000000244e-01,6.300000000000000000e+01,7.399999999999999911e-01
5.800000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,6.500000000000000000e+01,2.600000000000000089e-01,3.200000000000000000e+01,4.899999999999999911e-01
5.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01,5.999999999999999778e-02,1.400000000000000000e+01,9.300000000000000488e-01
5.900000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,1.600000000000000033e-01,3.200000000000000000e+01,8.000000000000000444e-01
5.900000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+02,4.400000000000000022e-01,5.600000000000000000e+01,5.100000000000000089e-01
5.900000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,8.500000000000000000e+01,3.400000000000000244e-01,4.000000000000000000e+01,4.699999999999999734e-01
6.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,2.190000000000000000e+02,8.760000000000000009e-01,1.840000000000000000e+02,8.399999999999999689e-01
6.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,3.599999999999999728e-02,3.000000000000000000e+00,3.300000000000000155e-01
6.000000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,2.200000000000000000e+01,8.799999999999999489e-02,1.600000000000000000e+01,7.299999999999999822e-01
6.100000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.100000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,1.600000000000000033e-01,2.900000000000000000e+01,7.199999999999999734e-01
6.100000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,7.500000000000000000e+01,2.999999999999999889e-01,5.000000000000000000e+01,6.700000000000000400e-01
6.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.350000000000000000e+02,5.400000000000000355e-01,6.400000000000000000e+01,4.699999999999999734e-01
6.200000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,2.800000000000000058e-02,7.000000000000000000e+00,1.000000000000000000e+00
6.200000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,3.500000000000000000e+01,1.400000000000000133e-01,2.100000000000000000e+01,5.999999999999999778e-01
6.200000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,5.900000000000000000e+01,2.359999999999999876e-01,4.600000000000000000e+01,7.800000000000000266e-01
6.200000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.490000000000000000e+02,5.959999999999999742e-01,7.100000000000000000e+01,4.799999999999999822e-01
6.300000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,8.000000000000000167e-02,1.400000000000000000e+01,6.999999999999999556e-01
6.300000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.800000000000000000e+01,7.199999999999999456e-02,1.400000000000000000e+01,7.800000000000000266e-01
6.300000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+01,2.800000000000000266e-01,4.700000000000000000e+01,6.700000000000000400e-01
6.300000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.420000000000000000e+02,5.679999999999999494e-01,7.700000000000000000e+01,5.400000000000000355e-01
6.400000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,3.200000000000000000e+01,1.280000000000000027e-01,2.600000000000000000e+01,8.100000000000000533e-01
6.400000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,3.200000000000000000e+01,1.280000000000000027e-01,2.500000000000000000e+01,7.800000000000000266e-01
6.400000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,6.700000000000000000e+01,2.680000000000000160e-01,4.900000000000000000e+01,7.299999999999999822e-01
6.400000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.190000000000000000e+02,4.759999999999999787e-01,5.300000000000000000e+01,4.500000000000000111e-01
6.500000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,5.300000000000000000e+01,2.119999999999999940e-01,4.300000000000000000e+01,8.100000000000000533e-01
6.500000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,2.800000000000000000e+01,1.120000000000000023e-01,2.200000000000000000e+01,7.900000000000000355e-01
6.500000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,3.300000000000000000e+01,1.320000000000000062e-01,2.300000000000000000e+01,6.999999999999999556e-01
6.500000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.360000000000000000e+02,5.440000000000000391e-01,8.900000000000000000e+01,6.500000000000000222e-01
6.600000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,3.100000000000000000e+01,1.239999999999999991e-01,2.600000000000000000e+01,8.399999999999999689e-01
6.600000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,8.500000000000000000e+01,3.400000000000000244e-01,3.600000000000000000e+01,4.199999999999999845e-01
6.600000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,6.900000000000000000e+01,2.760000000000000231e-01,4.200000000000000000e+01,6.099999999999999867e-01
6.600000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,6.500000000000000000e+01,2.600000000000000089e-01,3.400000000000000000e+01,5.200000000000000178e-01
6.700000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+02,1.000000000000000000e+00,2.400000000000000000e+02,9.599999999999999645e-01
6.700000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.700000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.700000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.800000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000000e+01,1.439999999999999891e-01,3.000000000000000000e+01,8.299999999999999600e-01
6.800000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,9.000000000000000000e+00,3.599999999999999728e-02,8.000000000000000000e+00,8.900000000000000133e-01
6.800000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,3.700000000000000000e+01,1.479999999999999927e-01,3.100000000000000000e+01,8.399999999999999689e-01
6.800000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.680000000000000000e+02,6.720000000000000417e-01,9.600000000000000000e+01,5.699999999999999512e-01
6.900000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,5.600000000000000117e-02,1.200000000000000000e+01,8.599999999999999867e-01
6.900000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,4.500000000000000000e+01,1.799999999999999933e-01,3.600000000000000000e+01,8.000000000000000444e-01
6.900000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000083e-02,9.000000000000000000e+00,9.000000000000000222e-01
6.900000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.810000000000000000e+02,7.239999999999999769e-01,9.400000000000000000e+01,5.200000000000000178e-01
7.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,8.200000000000000000e+01,3.280000000000000138e-01,7.600000000000000000e+01,9.300000000000000488e-01
7.000000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,4.800000000000000000e+01,1.920000000000000040e-01,3.900000000000000000e+01,8.100000000000000533e-01
7.000000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,3.400000000000000000e+01,1.360000000000000098e-01,3.100000000000000000e+01,9.100000000000000311e-01
7.000000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,8.600000000000000000e+01,3.439999999999999725e-01,5.300000000000000000e+01,6.199999999999999956e-01
7.100000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+01,1.400000000000000133e-01,3.200000000000000000e+01,9.100000000000000311e-01
7.100000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.200000000000000000e+01,8.799999999999999489e-02,2.100000000000000000e+01,9.499999999999999556e-01
7.100000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.110000000000000000e+02,4.440000000000000058e-01,7.600000000000000000e+01,6.800000000000000488e-01
7.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,8.200000000000000000e+01,3.280000000000000138e-01,4.000000000000000000e+01,4.899999999999999911e-01
7.200000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,4.300000000000000000e+01,1.719999999999999862e-01,2.500000000000000000e+01,5.799999999999999600e-01
7.200000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,1.700000000000000000e+01,6.800000000000000488e-02,1.200000000000000000e+01,7.099999999999999645e-01
7.200000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,1.700000000000000000e+02,6.800000000000000488e-01,9.100000000000000000e+01,5.400000000000000355e-01
7.200000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+01,8.000000000000000167e-02,1.100000000000000000e+01,5.500000000000000444e-01
7.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,2.400000000000000050e-02,6.000000000000000000e+00,1.000000000000000000e+00
7.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,2.200000000000000000e+01,8.799999999999999489e-02,1.400000000000000000e+01,6.400000000000000133e-01
7.300000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+01,8.000000000000000167e-02,9.000000000000000000e+00,4.500000000000000111e-01
7.300000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,2.020000000000000000e+02,8.080000000000000515e-01,8.600000000000000000e+01,4.299999999999999933e-01
7.400000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,1.130000000000000000e+02,4.520000000000000129e-01,1.010000000000000000e+02,8.900000000000000133e-01
7.400000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000083e-02,6.000000000000000000e+00,5.999999999999999778e-01
7.400000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,2.800000000000000000e+01,1.120000000000000023e-01,2.200000000000000000e+01,7.900000000000000355e-01
7.400000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,9.900000000000000000e+01,3.960000000000000187e-01,4.800000000000000000e+01,4.799999999999999822e-01
7.500000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01,5.999999999999999778e-02,9.000000000000000000e+00,5.999999999999999778e-01
7.500000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,2.200000000000000000e+02,8.800000000000000044e-01,2.140000000000000000e+02,9.699999999999999734e-01
7.500000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000083e-02,6.000000000000000000e+00,5.999999999999999778e-01
7.500000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000042e-02,3.000000000000000000e+00,5.999999999999999778e-01
7.600000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000000e+01,6.800000000000000488e-02,1.600000000000000000e+01,9.399999999999999467e-01
7.600000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,4.100000000000000000e+01,1.640000000000000069e-01,3.600000000000000000e+01,8.800000000000000044e-01
7.600000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,1.230000000000000000e+02,4.919999999999999929e-01,7.300000000000000000e+01,5.899999999999999689e-01
7.600000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,6.900000000000000000e+01,2.760000000000000231e-01,3.400000000000000000e+01,4.899999999999999911e-01
7.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000083e-02,1.000000000000000000e+01,1.000000000000000000e+00
7.700000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+01,8.000000000000000167e-02,1.700000000000000000e+01,8.499999999999999778e-01
7.700000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.540000000000000000e+02,6.159999999999999920e-01,7.200000000000000000e+01,4.699999999999999734e-01
7.700000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,6.600000000000000000e+01,2.640000000000000124e-01,3.300000000000000000e+01,5.000000000000000000e-01
7.800000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,8.000000000000000167e-02,1.800000000000000000e+01,9.000000000000000222e-01
7.800000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,3.300000000000000000e+01,1.320000000000000062e-01,3.000000000000000000e+01,9.100000000000000311e-01
7.800000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,4.900000000000000000e+01,1.960000000000000075e-01,3.400000000000000000e+01,6.899999999999999467e-01
7.800000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,1.480000000000000000e+02,5.919999999999999707e-01,7.200000000000000000e+01,4.899999999999999911e-01
7.900000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,2.200000000000000000e+01,8.799999999999999489e-02,2.200000000000000000e+01,1.000000000000000000e+00
7.900000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,2.800000000000000000e+01,1.120000000000000023e-01,2.200000000000000000e+01,7.900000000000000355e-01
7.900000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+02,4.400000000000000022e-01,6.200000000000000000e+01,5.600000000000000533e-01
7.900000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+01,3.599999999999999867e-01,4.300000000000000000e+01,4.799999999999999822e-01
8.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+02,1.000000000000000000e+00,1.370000000000000000e+02,5.500000000000000444e-01
8.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.700000000000000000e+01,1.880000000000000004e-01,4.500000000000000000e+01,9.599999999999999645e-01
8.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.070000000000000000e+02,4.279999999999999916e-01,7.800000000000000000e+01,7.299999999999999822e-01
8.100000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,4.500000000000000000e+01,1.799999999999999933e-01,3.500000000000000000e+01,7.800000000000000266e-01
8.100000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,5.100000000000000000e+01,2.039999999999999869e-01,2.400000000000000000e+01,4.699999999999999734e-01
8.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.800000000000000000e+01,2.320000000000000118e-01,4.500000000000000000e+01,7.800000000000000266e-01
8.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00,8.000000000000000000e+00,3.200000000000000067e-02,7.000000000000000000e+00,8.800000000000000044e-01
8.200000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,1.400000000000000000e+01,5.600000000000000117e-02,1.100000000000000000e+01,7.900000000000000355e-01
